country_iso3,country,indicator,year,value
,Uruguay,5.2.AMeanIncGr.B40,2005,
,Uruguay,5.2.AMeanIncGr.B40,2004,
,Uruguay,5.2.AMeanIncGr.B40,2003,
,Uruguay,5.2.AMeanIncGr.B40,2002,
,Uruguay,5.2.AMeanIncGr.B40,2001,
,Uruguay,5.2.AMeanIncGr.B40,2000,
,Argentina,6.0.Conspc,2014,
,Argentina,6.0.Conspc,2013,
,Argentina,6.0.Conspc,2012,
,Argentina,6.0.Conspc,2011,
,Argentina,6.0.Conspc,2010,
,Argentina,6.0.Conspc,2009,
,Argentina,6.0.Conspc,2008,
,Argentina,6.0.Conspc,2007,
,Argentina,6.0.Conspc,2006,
,Argentina,6.0.Conspc,2005,
,Argentina,6.0.Conspc,2004,
,Argentina,6.0.Conspc,2003,
,Argentina,6.0.Conspc,2002,
,Argentina,6.0.Conspc,2001,
,Argentina,6.0.Conspc,2000,
,Bolivia,6.0.Conspc,2014,3840.30810546875
,Bolivia,6.0.Conspc,2013,3699.59008789063
,Bolivia,6.0.Conspc,2012,3547.55444335938
,Bolivia,6.0.Conspc,2011,3445.38061523438
,Bolivia,6.0.Conspc,2010,3327.79956054688
,Bolivia,6.0.Conspc,2009,3252.78833007813
,Bolivia,6.0.Conspc,2008,3189.4697265625
,Bolivia,6.0.Conspc,2007,3074.42309570313
,Bolivia,6.0.Conspc,2006,3001.6357421875
,Bolivia,6.0.Conspc,2005,2934.13208007813
,Bolivia,6.0.Conspc,2004,2889.515625
,Bolivia,6.0.Conspc,2003,2857.94482421875
,Bolivia,6.0.Conspc,2002,2856.01782226563
,Bolivia,6.0.Conspc,2001,2850.498046875
,Bolivia,6.0.Conspc,2000,2867.71752929688
,Brazil,6.0.Conspc,2014,8319.1376953125
,Brazil,6.0.Conspc,2013,8319.1884765625
,Brazil,6.0.Conspc,2012,8160.642578125
,Brazil,6.0.Conspc,2011,7928.10986328125
,Brazil,6.0.Conspc,2010,7640.4091796875
,Brazil,6.0.Conspc,2009,7249.74951171875
,Brazil,6.0.Conspc,2008,7027.20849609375
,Brazil,6.0.Conspc,2007,6669.71826171875
,Brazil,6.0.Conspc,2006,6341.5029296875
,Brazil,6.0.Conspc,2005,6088.8525390625
,Brazil,6.0.Conspc,2004,5912.84814453125
,Brazil,6.0.Conspc,2003,5766.38916015625
,Brazil,6.0.Conspc,2002,5889.92236328125
,Brazil,6.0.Conspc,2001,5907.0224609375
,Brazil,6.0.Conspc,2000,5956.630859375
,Chile,6.0.Conspc,2014,12915.150390625
,Chile,6.0.Conspc,2013,12773.609375
,Chile,6.0.Conspc,2012,12196.3134765625
,Chile,6.0.Conspc,2011,11623.5703125
,Chile,6.0.Conspc,2010,10795.2099609375
,Chile,6.0.Conspc,2009,9847.9453125
,Chile,6.0.Conspc,2008,10035.6884765625
,Chile,6.0.Conspc,2007,9647.6650390625
,Chile,6.0.Conspc,2006,9062.9248046875
,Chile,6.0.Conspc,2005,8840.8251953125
,Chile,6.0.Conspc,2004,8349.0166015625
,Chile,6.0.Conspc,2003,7979.224609375
,Chile,6.0.Conspc,2002,7791.60009765625
,Chile,6.0.Conspc,2001,7704.76904296875
,Chile,6.0.Conspc,2000,7612.64306640625
,Paraguay,6.0.Conspc,2014,5435.8203125
,Paraguay,6.0.Conspc,2013,5310.140625
,Paraguay,6.0.Conspc,2012,5145.3486328125
,Paraguay,6.0.Conspc,2011,5073.23388671875
,Paraguay,6.0.Conspc,2010,4870.896484375
,Paraguay,6.0.Conspc,2009,4347.130859375
,Paraguay,6.0.Conspc,2008,4541.40185546875
,Paraguay,6.0.Conspc,2007,4236.82763671875
,Paraguay,6.0.Conspc,2006,4070.32934570313
,Paraguay,6.0.Conspc,2005,3991.41528320313
,Paraguay,6.0.Conspc,2004,3981.96166992188
,Paraguay,6.0.Conspc,2003,3850.609375
,Paraguay,6.0.Conspc,2002,3594.90112304688
,Paraguay,6.0.Conspc,2001,3821.08081054688
,Paraguay,6.0.Conspc,2000,3693.9306640625
,Uruguay,6.0.Conspc,2014,12674.6201171875
,Uruguay,6.0.Conspc,2013,12206.1845703125
,Uruguay,6.0.Conspc,2012,11643.8154296875
,Uruguay,6.0.Conspc,2011,11127.2353515625
,Uruguay,6.0.Conspc,2010,10415.951171875
,Uruguay,6.0.Conspc,2009,9549.6337890625
,Uruguay,6.0.Conspc,2008,9371.3369140625
,Uruguay,6.0.Conspc,2007,8618.546875
,Uruguay,6.0.Conspc,2006,8068.7861328125
,Uruguay,6.0.Conspc,2005,7592.07421875
,Uruguay,6.0.Conspc,2004,7356.67333984375
,Uruguay,6.0.Conspc,2003,6648.64453125
,Uruguay,6.0.Conspc,2002,6511.7578125
,Uruguay,6.0.Conspc,2001,7834.80908203125
,Uruguay,6.0.Conspc,2000,8008.7412109375
,Argentina,6.0.GDP_current,2014,537659972702.092
,Argentina,6.0.GDP_current,2013,614383517369.503
,Argentina,6.0.GDP_current,2012,604378456915.58
,Argentina,6.0.GDP_current,2011,557890203658.125
,Argentina,6.0.GDP_current,2010,461640242696.171
,Argentina,6.0.GDP_current,2009,376627876887.774
,Argentina,6.0.GDP_current,2008,403781994527.786
,Argentina,6.0.GDP_current,2007,329317513142.711
,Argentina,6.0.GDP_current,2006,262666517346.674
,Argentina,6.0.GDP_current,2005,220813784300.124
,Argentina,6.0.GDP_current,2004,181873056796.968
,Argentina,6.0.GDP_current,2003,127586251760.673
,Argentina,6.0.GDP_current,2002,97724513456.4782
,Argentina,6.0.GDP_current,2001,268696750000.0
,Argentina,6.0.GDP_current,2000,284203750000.0
,Bolivia,6.0.GDP_current,2014,32996187988.4226
,Bolivia,6.0.GDP_current,2013,30659338929.0883
,Bolivia,6.0.GDP_current,2012,27084497539.7974
,Bolivia,6.0.GDP_current,2011,23963033443.8518
,Bolivia,6.0.GDP_current,2010,19649631308.1648
,Bolivia,6.0.GDP_current,2009,17339992165.2422
,Bolivia,6.0.GDP_current,2008,16674324634.2373
,Bolivia,6.0.GDP_current,2007,13120183156.7149
,Bolivia,6.0.GDP_current,2006,11451869164.7112
,Bolivia,6.0.GDP_current,2005,9549077869.1065
,Bolivia,6.0.GDP_current,2004,8773451738.91129
,Bolivia,6.0.GDP_current,2003,8082364868.39357
,Bolivia,6.0.GDP_current,2002,7905485216.17852
,Bolivia,6.0.GDP_current,2001,8141537937.61068
,Bolivia,6.0.GDP_current,2000,8397912509.09679
,Brazil,6.0.GDP_current,2014,2346076315118.55
,Brazil,6.0.GDP_current,2013,2392082463707.62
,Brazil,6.0.GDP_current,2012,2413135528134.76
,Brazil,6.0.GDP_current,2011,2615234935437.59
,Brazil,6.0.GDP_current,2010,2209433265120.51
,Brazil,6.0.GDP_current,2009,1664586375912.77
,Brazil,6.0.GDP_current,2008,1694585014723.52
,Brazil,6.0.GDP_current,2007,1395938061732.83
,Brazil,6.0.GDP_current,2006,1107802142233.26
,Brazil,6.0.GDP_current,2005,892103187643.773
,Brazil,6.0.GDP_current,2004,669642735042.735
,Brazil,6.0.GDP_current,2003,559008449788.755
,Brazil,6.0.GDP_current,2002,508779896959.978
,Brazil,6.0.GDP_current,2001,559611852733.611
,Brazil,6.0.GDP_current,2000,657216179283.957
,Chile,6.0.GDP_current,2014,258061522886.53
,Chile,6.0.GDP_current,2013,276673695234.341
,Chile,6.0.GDP_current,2012,265231582107.399
,Chile,6.0.GDP_current,2011,250832362663.665
,Chile,6.0.GDP_current,2010,217538271334.738
,Chile,6.0.GDP_current,2009,171956955710.4
,Chile,6.0.GDP_current,2008,179626674542.474
,Chile,6.0.GDP_current,2007,173081277147.793
,Chile,6.0.GDP_current,2006,154671012210.645
,Chile,6.0.GDP_current,2005,124404150138.227
,Chile,6.0.GDP_current,2004,100630707851.787
,Chile,6.0.GDP_current,2003,77840186384.8713
,Chile,6.0.GDP_current,2002,70984568428.6004
,Chile,6.0.GDP_current,2001,72336972322.4242
,Chile,6.0.GDP_current,2000,79328640263.7676
,Paraguay,6.0.GDP_current,2014,30880859579.5054
,Paraguay,6.0.GDP_current,2013,29078927134.8133
,Paraguay,6.0.GDP_current,2012,24611039786.132
,Paraguay,6.0.GDP_current,2011,25071195492.0127
,Paraguay,6.0.GDP_current,2010,20030528042.9171
,Paraguay,6.0.GDP_current,2009,15929902138.1363
,Paraguay,6.0.GDP_current,2008,18504130752.9922
,Paraguay,6.0.GDP_current,2007,13794910633.8518
,Paraguay,6.0.GDP_current,2006,10646157920.3209
,Paraguay,6.0.GDP_current,2005,8734653809.49561
,Paraguay,6.0.GDP_current,2004,8033877360.41697
,Paraguay,6.0.GDP_current,2003,6588103836.34739
,Paraguay,6.0.GDP_current,2002,6325151760.0669
,Paraguay,6.0.GDP_current,2001,7662595075.90241
,Paraguay,6.0.GDP_current,2000,8195993230.74275
,Uruguay,6.0.GDP_current,2014,57471030095.3708
,Uruguay,6.0.GDP_current,2013,57524653093.5083
,Uruguay,6.0.GDP_current,2012,51384870651.1999
,Uruguay,6.0.GDP_current,2011,47962439303.7247
,Uruguay,6.0.GDP_current,2010,40284682479.8596
,Uruguay,6.0.GDP_current,2009,31660911277.0294
,Uruguay,6.0.GDP_current,2008,30366213119.2928
,Uruguay,6.0.GDP_current,2007,23410572634.3147
,Uruguay,6.0.GDP_current,2006,19579457966.0538
,Uruguay,6.0.GDP_current,2005,17362857683.8545
,Uruguay,6.0.GDP_current,2004,13686329890.1191
,Uruguay,6.0.GDP_current,2003,12045631092.5353
,Uruguay,6.0.GDP_current,2002,13606494599.4261
,Uruguay,6.0.GDP_current,2001,20898788416.6348
,Uruguay,6.0.GDP_current,2000,22823255801.8447
,Argentina,6.0.GDP_growth,2014,0.453605473041534
,Argentina,6.0.GDP_growth,2013,2.88535189628601
,Argentina,6.0.GDP_growth,2012,0.801760196685791
,Argentina,6.0.GDP_growth,2011,8.38645172119141
,Argentina,6.0.GDP_growth,2010,9.45157814025879
,Argentina,6.0.GDP_growth,2009,0.0500244572758675
,Argentina,6.0.GDP_growth,2008,3.0749454498291
,Argentina,6.0.GDP_growth,2007,7.96557331085205
,Argentina,6.0.GDP_growth,2006,8.40286827087402
,Argentina,6.0.GDP_growth,2005,9.19848918914795
,Argentina,6.0.GDP_growth,2004,9.02957344055176
,Argentina,6.0.GDP_growth,2003,8.83704090118408
,Argentina,6.0.GDP_growth,2002,-10.8944845199585
,Argentina,6.0.GDP_growth,2001,-4.4088397026062
,Argentina,6.0.GDP_growth,2000,-0.788998901844025
,Bolivia,6.0.GDP_growth,2014,5.46056985855103
,Bolivia,6.0.GDP_growth,2013,6.79601192474365
,Bolivia,6.0.GDP_growth,2012,5.12227487564087
,Bolivia,6.0.GDP_growth,2011,5.20409250259399
,Bolivia,6.0.GDP_growth,2010,4.12672233581543
,Bolivia,6.0.GDP_growth,2009,3.35700130462646
,Bolivia,6.0.GDP_growth,2008,6.14849710464478
,Bolivia,6.0.GDP_growth,2007,4.56438398361206
,Bolivia,6.0.GDP_growth,2006,4.79700899124146
,Bolivia,6.0.GDP_growth,2005,4.42143297195435
,Bolivia,6.0.GDP_growth,2004,4.17329549789429
,Bolivia,6.0.GDP_growth,2003,2.71133995056152
,Bolivia,6.0.GDP_growth,2002,2.48556566238403
,Bolivia,6.0.GDP_growth,2001,1.6837991476059
,Bolivia,6.0.GDP_growth,2000,2.50781083106995
,Brazil,6.0.GDP_growth,2014,0.144707351922989
,Brazil,6.0.GDP_growth,2013,2.74369668960571
,Brazil,6.0.GDP_growth,2012,1.7624888420105
,Brazil,6.0.GDP_growth,2011,3.91638207435608
,Brazil,6.0.GDP_growth,2010,7.57206726074219
,Brazil,6.0.GDP_growth,2009,-0.235978096723557
,Brazil,6.0.GDP_growth,2008,5.01931619644165
,Brazil,6.0.GDP_growth,2007,6.00580167770386
,Brazil,6.0.GDP_growth,2006,3.99932432174683
,Brazil,6.0.GDP_growth,2005,3.14890003204346
,Brazil,6.0.GDP_growth,2004,5.66067361831665
,Brazil,6.0.GDP_growth,2003,1.22320544719696
,Brazil,6.0.GDP_growth,2002,3.0717248916626
,Brazil,6.0.GDP_growth,2001,1.27902472019196
,Brazil,6.0.GDP_growth,2000,4.3830246925354
,Chile,6.0.GDP_growth,2014,1.89404904842377
,Chile,6.0.GDP_growth,2013,4.2261905670166
,Chile,6.0.GDP_growth,2012,5.45713043212891
,Chile,6.0.GDP_growth,2011,5.83964061737061
,Chile,6.0.GDP_growth,2010,5.7537088394165
,Chile,6.0.GDP_growth,2009,-1.03643178939819
,Chile,6.0.GDP_growth,2008,3.29245495796204
,Chile,6.0.GDP_growth,2007,5.16082572937012
,Chile,6.0.GDP_growth,2006,4.40497255325317
,Chile,6.0.GDP_growth,2005,5.55945253372192
,Chile,6.0.GDP_growth,2004,6.04108667373657
,Chile,6.0.GDP_growth,2003,3.95674848556519
,Chile,6.0.GDP_growth,2002,2.16690874099731
,Chile,6.0.GDP_growth,2001,3.34818029403687
,Chile,6.0.GDP_growth,2000,4.49579286575317
,Paraguay,6.0.GDP_growth,2014,4.72233390808105
,Paraguay,6.0.GDP_growth,2013,14.0362777709961
,Paraguay,6.0.GDP_growth,2012,-1.23896849155426
,Paraguay,6.0.GDP_growth,2011,4.3424072265625
,Paraguay,6.0.GDP_growth,2010,13.0930032730103
,Paraguay,6.0.GDP_growth,2009,-3.96569585800171
,Paraguay,6.0.GDP_growth,2008,6.35911703109741
,Paraguay,6.0.GDP_growth,2007,5.42162227630615
,Paraguay,6.0.GDP_growth,2006,4.80712032318115
,Paraguay,6.0.GDP_growth,2005,2.13348627090454
,Paraguay,6.0.GDP_growth,2004,4.05741930007935
,Paraguay,6.0.GDP_growth,2003,4.32074975967407
,Paraguay,6.0.GDP_growth,2002,-0.0214019753038883
,Paraguay,6.0.GDP_growth,2001,-0.834057927131653
,Paraguay,6.0.GDP_growth,2000,-2.31414604187012
,Uruguay,6.0.GDP_growth,2014,3.49841475486755
,Uruguay,6.0.GDP_growth,2013,5.10036134719849
,Uruguay,6.0.GDP_growth,2012,3.32311487197876
,Uruguay,6.0.GDP_growth,2011,5.16213321685791
,Uruguay,6.0.GDP_growth,2010,7.80340957641602
,Uruguay,6.0.GDP_growth,2009,4.24349403381348
,Uruguay,6.0.GDP_growth,2008,7.17614459991455
,Uruguay,6.0.GDP_growth,2007,6.54151105880737
,Uruguay,6.0.GDP_growth,2006,4.09857749938965
,Uruguay,6.0.GDP_growth,2005,7.46013212203979
,Uruguay,6.0.GDP_growth,2004,5.00416040420532
,Uruguay,6.0.GDP_growth,2003,0.805283904075623
,Uruguay,6.0.GDP_growth,2002,-7.73200702667236
,Uruguay,6.0.GDP_growth,2001,-3.84413003921509
,Uruguay,6.0.GDP_growth,2000,-1.92993068695068
,Argentina,6.0.GDP_usd,2014,329387248149.091
,Argentina,6.0.GDP_usd,2013,327899876344.237
,Argentina,6.0.GDP_usd,2012,318704140427.3
,Argentina,6.0.GDP_usd,2011,316169221510.25
,Argentina,6.0.GDP_usd,2010,291705482801.656
,Argentina,6.0.GDP_usd,2009,266515556238.254
,Argentina,6.0.GDP_usd,2008,266382299940.803
,Argentina,6.0.GDP_usd,2007,258435547688.555
,Argentina,6.0.GDP_usd,2006,239368476370.679
,Argentina,6.0.GDP_usd,2005,220813784300.124
,Argentina,6.0.GDP_usd,2004,202213223238.631
,Argentina,6.0.GDP_usd,2003,185466398774.948
,Argentina,6.0.GDP_usd,2002,170407425131.324
,Argentina,6.0.GDP_usd,2001,191242287046.772
,Argentina,6.0.GDP_usd,2000,200062732200.859
,Bolivia,6.0.GDP_usd,2014,14889584774.6836
,Bolivia,6.0.GDP_usd,2013,14118627283.8262
,Bolivia,6.0.GDP_usd,2012,13220182156.9393
,Bolivia,6.0.GDP_usd,2011,12576004657.0282
,Bolivia,6.0.GDP_usd,2010,11953911993.4572
,Bolivia,6.0.GDP_usd,2009,11480157733.7954
,Bolivia,6.0.GDP_usd,2008,11107286002.8457
,Bolivia,6.0.GDP_usd,2007,10463912628.3999
,Bolivia,6.0.GDP_usd,2006,10007147977.0562
,Bolivia,6.0.GDP_usd,2005,9549077869.1065
,Bolivia,6.0.GDP_usd,2004,9144748911.36925
,Bolivia,6.0.GDP_usd,2003,8778400318.09516
,Bolivia,6.0.GDP_usd,2002,8546671021.9394
,Bolivia,6.0.GDP_usd,2001,8339390001.32183
,Bolivia,6.0.GDP_usd,2000,8201296640.07566
,Brazil,6.0.GDP_usd,2014,1206070848497.66
,Brazil,6.0.GDP_usd,2013,1204328097172.97
,Brazil,6.0.GDP_usd,2012,1172167380040.23
,Brazil,6.0.GDP_usd,2011,1151865872979.57
,Brazil,6.0.GDP_usd,2010,1108454556174.86
,Brazil,6.0.GDP_usd,2009,1030429725381.53
,Brazil,6.0.GDP_usd,2008,1032867065481.93
,Brazil,6.0.GDP_usd,2007,983501992480.866
,Brazil,6.0.GDP_usd,2006,927781286996.196
,Brazil,6.0.GDP_usd,2005,892103187643.773
,Brazil,6.0.GDP_usd,2004,864869317334.128
,Brazil,6.0.GDP_usd,2003,818534738078.056
,Brazil,6.0.GDP_usd,2002,808643368570.218
,Brazil,6.0.GDP_usd,2001,784544325250.146
,Brazil,6.0.GDP_usd,2000,774636532927.51
,Chile,6.0.GDP_usd,2014,175024797777.03
,Chile,6.0.GDP_usd,2013,171771363935.26
,Chile,6.0.GDP_usd,2012,164806334095.124
,Chile,6.0.GDP_usd,2011,156278037464.273
,Chile,6.0.GDP_usd,2010,147655487680.364
,Chile,6.0.GDP_usd,2009,139622041828.863
,Chile,6.0.GDP_usd,2008,141084284185.138
,Chile,6.0.GDP_usd,2007,136587211839.788
,Chile,6.0.GDP_usd,2006,129884118977.435
,Chile,6.0.GDP_usd,2005,124404150138.227
,Chile,6.0.GDP_usd,2004,117852212336.821
,Chile,6.0.GDP_usd,2003,111138254011.564
,Chile,6.0.GDP_usd,2002,106908166747.321
,Chile,6.0.GDP_usd,2001,104640698418.724
,Chile,6.0.GDP_usd,2000,101250644204.086
,Paraguay,6.0.GDP_usd,2014,13719296742.4074
,Paraguay,6.0.GDP_usd,2013,13100640762.8662
,Paraguay,6.0.GDP_usd,2012,11488134328.9398
,Paraguay,6.0.GDP_usd,2011,11632254296.1782
,Paraguay,6.0.GDP_usd,2010,11148155980.8888
,Paraguay,6.0.GDP_usd,2009,9857511621.84694
,Paraguay,6.0.GDP_usd,2008,10264573386.307
,Paraguay,6.0.GDP_usd,2007,9650863672.00595
,Paraguay,6.0.GDP_usd,2006,9154539122.55086
,Paraguay,6.0.GDP_usd,2005,8734653809.49561
,Paraguay,6.0.GDP_usd,2004,8552193934.94311
,Paraguay,6.0.GDP_usd,2003,8218725779.55584
,Paraguay,6.0.GDP_usd,2002,7878323138.99303
,Paraguay,6.0.GDP_usd,2001,7880009616.6745
,Paraguay,6.0.GDP_usd,2000,7946286245.4895
,Uruguay,6.0.GDP_usd,2014,27413167701.5843
,Uruguay,6.0.GDP_usd,2013,26486558038.4499
,Uruguay,6.0.GDP_usd,2012,25201205518.2895
,Uruguay,6.0.GDP_usd,2011,24390675340.91
,Uruguay,6.0.GDP_usd,2010,23193401121.7962
,Uruguay,6.0.GDP_usd,2009,21514533903.0827
,Uruguay,6.0.GDP_usd,2008,20638730572.8269
,Uruguay,6.0.GDP_usd,2007,19256832420.9718
,Uruguay,6.0.GDP_usd,2006,18074487838.3568
,Uruguay,6.0.GDP_usd,2005,17362857683.8545
,Uruguay,6.0.GDP_usd,2004,16157487752.5675
,Uruguay,6.0.GDP_usd,2003,15387473883.3103
,Uruguay,6.0.GDP_usd,2002,15264550909.7743
,Uruguay,6.0.GDP_usd,2001,16543711907.5437
,Uruguay,6.0.GDP_usd,2000,17205098244.9977
,Argentina,6.0.GDPpc_constant,2014,
,Argentina,6.0.GDPpc_constant,2013,
,Argentina,6.0.GDPpc_constant,2012,
,Argentina,6.0.GDPpc_constant,2011,
,Argentina,6.0.GDPpc_constant,2010,
,Argentina,6.0.GDPpc_constant,2009,
,Argentina,6.0.GDPpc_constant,2008,
,Argentina,6.0.GDPpc_constant,2007,
,Argentina,6.0.GDPpc_constant,2006,
,Argentina,6.0.GDPpc_constant,2005,
,Argentina,6.0.GDPpc_constant,2004,
,Argentina,6.0.GDPpc_constant,2003,
,Argentina,6.0.GDPpc_constant,2002,
,Argentina,6.0.GDPpc_constant,2001,
,Argentina,6.0.GDPpc_constant,2000,
,Bolivia,6.0.GDPpc_constant,2014,6324.990234375
,Bolivia,6.0.GDPpc_constant,2013,6090.890625
,Bolivia,6.0.GDPpc_constant,2012,5793.06982421875
,Bolivia,6.0.GDPpc_constant,2011,5598.56689453125
,Bolivia,6.0.GDPpc_constant,2010,5407.46875
,Bolivia,6.0.GDPpc_constant,2009,5278.0107421875
,Bolivia,6.0.GDPpc_constant,2008,5191.09912109375
,Bolivia,6.0.GDPpc_constant,2007,4972.47607421875
,Bolivia,6.0.GDPpc_constant,2006,4836.4267578125
,Bolivia,6.0.GDPpc_constant,2005,4694.91845703125
,Bolivia,6.0.GDPpc_constant,2004,4575.17333984375
,Bolivia,6.0.GDPpc_constant,2003,4470.30908203125
,Bolivia,6.0.GDPpc_constant,2002,4431.30712890625
,Bolivia,6.0.GDPpc_constant,2001,4403.71533203125
,Bolivia,6.0.GDPpc_constant,2000,4412.255859375
,Brazil,6.0.GDPpc_constant,2014,15109.8251953125
,Brazil,6.0.GDPpc_constant,2013,15222.3203125
,Brazil,6.0.GDPpc_constant,2012,14951.8095703125
,Brazil,6.0.GDPpc_constant,2011,14830.8994140625
,Brazil,6.0.GDPpc_constant,2010,14408.7275390625
,Brazil,6.0.GDPpc_constant,2009,13524.748046875
,Brazil,6.0.GDPpc_constant,2008,13691.1865234375
,Brazil,6.0.GDPpc_constant,2007,13171.072265625
,Brazil,6.0.GDPpc_constant,2006,12560.7900390625
,Brazil,6.0.GDPpc_constant,2005,12219.955078125
,Brazil,6.0.GDPpc_constant,2004,11997.3125
,Brazil,6.0.GDPpc_constant,2003,11508.4765625
,Brazil,6.0.GDPpc_constant,2002,11531.53515625
,Brazil,6.0.GDPpc_constant,2001,11352.55078125
,Brazil,6.0.GDPpc_constant,2000,11377.076171875
,Chile,6.0.GDPpc_constant,2014,21979.822265625
,Chile,6.0.GDPpc_constant,2013,21800.533203125
,Chile,6.0.GDPpc_constant,2012,21141.978515625
,Chile,6.0.GDPpc_constant,2011,20266.03515625
,Chile,6.0.GDPpc_constant,2010,19357.47265625
,Chile,6.0.GDPpc_constant,2009,18505.603515625
,Chile,6.0.GDPpc_constant,2008,18906.126953125
,Chile,6.0.GDPpc_constant,2007,18507.220703125
,Chile,6.0.GDPpc_constant,2006,17796.76953125
,Chile,6.0.GDPpc_constant,2005,17239.861328125
,Chile,6.0.GDPpc_constant,2004,16520.17578125
,Chile,6.0.GDPpc_constant,2003,15761.12890625
,Chile,6.0.GDPpc_constant,2002,15341.3955078125
,Chile,6.0.GDPpc_constant,2001,15197.9990234375
,Chile,6.0.GDPpc_constant,2000,14887.8984375
,Paraguay,6.0.GDPpc_constant,2014,8501.62890625
,Paraguay,6.0.GDPpc_constant,2013,8227.3046875
,Paraguay,6.0.GDPpc_constant,2012,7312.47509765625
,Paraguay,6.0.GDPpc_constant,2011,7504.677734375
,Paraguay,6.0.GDPpc_constant,2010,7289.513671875
,Paraguay,6.0.GDPpc_constant,2009,6531.8759765625
,Paraguay,6.0.GDPpc_constant,2008,6892.3935546875
,Paraguay,6.0.GDPpc_constant,2007,6568.251953125
,Paraguay,6.0.GDPpc_constant,2006,6318.74951171875
,Paraguay,6.0.GDPpc_constant,2005,6119.75244140625
,Paraguay,6.0.GDPpc_constant,2004,6088.30224609375
,Paraguay,6.0.GDPpc_constant,2003,5950.8505859375
,Paraguay,6.0.GDPpc_constant,2002,5807.24169921875
,Paraguay,6.0.GDPpc_constant,2001,5918.0556640625
,Paraguay,6.0.GDPpc_constant,2000,6084.78759765625
,Uruguay,6.0.GDPpc_constant,2014,19924.05078125
,Uruguay,6.0.GDPpc_constant,2013,19315.810546875
,Uruguay,6.0.GDPpc_constant,2012,18439.12890625
,Uruguay,6.0.GDPpc_constant,2011,17904.8203125
,Uruguay,6.0.GDPpc_constant,2010,17082.41015625
,Uruguay,6.0.GDPpc_constant,2009,15900.80078125
,Uruguay,6.0.GDPpc_constant,2008,15307.8212890625
,Uruguay,6.0.GDPpc_constant,2007,14330.255859375
,Uruguay,6.0.GDPpc_constant,2006,13485.5625
,Uruguay,6.0.GDPpc_constant,2005,12975.7724609375
,Uruguay,6.0.GDPpc_constant,2004,12080.4560546875
,Uruguay,6.0.GDPpc_constant,2003,11499.4091796875
,Uruguay,6.0.GDPpc_constant,2002,11400.234375
,Uruguay,6.0.GDPpc_constant,2001,12358.037109375
,Uruguay,6.0.GDPpc_constant,2000,12874.7763671875
,Argentina,6.0.GNIpc,2014,
,Argentina,6.0.GNIpc,2013,
,Argentina,6.0.GNIpc,2012,
,Argentina,6.0.GNIpc,2011,
,Argentina,6.0.GNIpc,2010,
,Argentina,6.0.GNIpc,2009,
,Argentina,6.0.GNIpc,2008,
,Argentina,6.0.GNIpc,2007,
,Argentina,6.0.GNIpc,2006,
,Argentina,6.0.GNIpc,2005,
,Argentina,6.0.GNIpc,2004,
,Argentina,6.0.GNIpc,2003,
,Argentina,6.0.GNIpc,2002,
,Argentina,6.0.GNIpc,2001,
,Argentina,6.0.GNIpc,2000,
,Bolivia,6.0.GNIpc,2014,6286.89306640625
,Bolivia,6.0.GNIpc,2013,5901.0654296875
,Bolivia,6.0.GNIpc,2012,5542.328125
,Bolivia,6.0.GNIpc,2011,5327.37646484375
,Bolivia,6.0.GNIpc,2010,5065.095703125
,Bolivia,6.0.GNIpc,2009,4910.32421875
,Bolivia,6.0.GNIpc,2008,4826.43310546875
,Bolivia,6.0.GNIpc,2007,4510.16064453125
,Bolivia,6.0.GNIpc,2006,4284.65185546875
,Bolivia,6.0.GNIpc,2005,4015.56396484375
,Bolivia,6.0.GNIpc,2004,3773.63549804688
,Bolivia,6.0.GNIpc,2003,3612.92504882813
,Bolivia,6.0.GNIpc,2002,3553.0966796875
,Bolivia,6.0.GNIpc,2001,3477.45654296875
,Bolivia,6.0.GNIpc,2000,3403.38354492188
,Brazil,6.0.GNIpc,2014,15589.98046875
,Brazil,6.0.GNIpc,2013,15489.44921875
,Brazil,6.0.GNIpc,2012,15014.619140625
,Brazil,6.0.GNIpc,2011,14580.0625
,Brazil,6.0.GNIpc,2010,13882.9794921875
,Brazil,6.0.GNIpc,2009,12490.0478515625
,Brazil,6.0.GNIpc,2008,12529.8955078125
,Brazil,6.0.GNIpc,2007,11900.3662109375
,Brazil,6.0.GNIpc,2006,11054.51953125
,Brazil,6.0.GNIpc,2005,10449.2783203125
,Brazil,6.0.GNIpc,2004,9949.4072265625
,Brazil,6.0.GNIpc,2003,9239.1826171875
,Brazil,6.0.GNIpc,2002,9076.3740234375
,Brazil,6.0.GNIpc,2001,8786.107421875
,Brazil,6.0.GNIpc,2000,8601.666015625
,Chile,6.0.GNIpc,2014,21582.923828125
,Chile,6.0.GNIpc,2013,21113.14453125
,Chile,6.0.GNIpc,2012,20282.1484375
,Chile,6.0.GNIpc,2011,19142.0
,Chile,6.0.GNIpc,2010,17028.287109375
,Chile,6.0.GNIpc,2009,15180.0869140625
,Chile,6.0.GNIpc,2008,15260.037109375
,Chile,6.0.GNIpc,2007,15028.412109375
,Chile,6.0.GNIpc,2006,13779.6884765625
,Chile,6.0.GNIpc,2005,11874.7197265625
,Chile,6.0.GNIpc,2004,11057.29296875
,Chile,6.0.GNIpc,2003,10495.3994140625
,Chile,6.0.GNIpc,2002,10112.2265625
,Chile,6.0.GNIpc,2001,9895.451171875
,Chile,6.0.GNIpc,2000,9491.6201171875
